state,district,year,nitrate
Jharkhand,Sahebganj,2017,35.836666
Jharkhand,Sahebganj,2018,35.836666
Punjab,Sahibzada Ajit Singh Nagar,2000,80.63636
Punjab,Sahibzada Ajit Singh Nagar,2001,35.836666
Punjab,Sahibzada Ajit Singh Nagar,2002,71.508331
Punjab,Sahibzada Ajit Singh Nagar,2003,35.836666
Punjab,Sahibzada Ajit Singh Nagar,2004,23.058332
Punjab,Sahibzada Ajit Singh Nagar,2005,25.75
Punjab,Sahibzada Ajit Singh Nagar,2006,22.75
Punjab,Sahibzada Ajit Singh Nagar,2007,29.172728
Punjab,Sahibzada Ajit Singh Nagar,2008,19.428572
Punjab,Sahibzada Ajit Singh Nagar,2009,28.016666
Punjab,Sahibzada Ajit Singh Nagar,2010,40.218182
Punjab,Sahibzada Ajit Singh Nagar,2011,45.636364
Punjab,Sahibzada Ajit Singh Nagar,2012,19.711111
Punjab,Sahibzada Ajit Singh Nagar,2013,31.1
Punjab,Sahibzada Ajit Singh Nagar,2014,76.271431
Punjab,Sahibzada Ajit Singh Nagar,2015,165.38333
Punjab,Sahibzada Ajit Singh Nagar,2016,162.8
Punjab,Sahibzada Ajit Singh Nagar,2017,11.104286
Punjab,Sahibzada Ajit Singh Nagar,2018,72.833336
Tamilnadu,Salem,2000,131.75
Tamilnadu,Salem,2001,113.64125
Tamilnadu,Salem,2002,130.40666
Tamilnadu,Salem,2003,35.836666
Tamilnadu,Salem,2004,88.416664
Tamilnadu,Salem,2005,102.09091
Tamilnadu,Salem,2006,111.8125
Tamilnadu,Salem,2007,12.0
Tamilnadu,Salem,2008,35.836666
Tamilnadu,Salem,2009,65.0
Tamilnadu,Salem,2010,2.0
Tamilnadu,Salem,2011,140.5
Tamilnadu,Salem,2012,57.285713
Tamilnadu,Salem,2013,54.583332
Tamilnadu,Salem,2014,84.381821
Tamilnadu,Salem,2015,35.836666
Tamilnadu,Salem,2016,47.533333
Tamilnadu,Salem,2017,49.012123
Tamilnadu,Salem,2018,92.907692
Bihar,Samastipur,2000,35.836666
Bihar,Samastipur,2001,35.836666
Bihar,Samastipur,2002,35.836666
Bihar,Samastipur,2003,35.836666
Bihar,Samastipur,2004,35.836666
Bihar,Samastipur,2005,35.836666
Bihar,Samastipur,2006,35.836666
Bihar,Samastipur,2007,35.836666
Bihar,Samastipur,2008,35.836666
Bihar,Samastipur,2009,35.836666
Bihar,Samastipur,2010,35.836666
Bihar,Samastipur,2011,35.836666
Bihar,Samastipur,2012,35.836666
Bihar,Samastipur,2013,16.444445
Bihar,Samastipur,2014,35.836666
Bihar,Samastipur,2015,35.836666
Bihar,Samastipur,2016,35.836666
Bihar,Samastipur,2017,35.836666
Bihar,Samastipur,2018,35.836666
Odisha,Sambalpur,2000,28.112413
Odisha,Sambalpur,2001,35.836666
Odisha,Sambalpur,2002,20.289063
Odisha,Sambalpur,2003,21.427713
Odisha,Sambalpur,2004,28.836
Odisha,Sambalpur,2005,35.836666
Odisha,Sambalpur,2006,35.836666
Odisha,Sambalpur,2007,35.836666
Odisha,Sambalpur,2008,35.836666
Odisha,Sambalpur,2009,35.836666
Odisha,Sambalpur,2010,35.836666
Odisha,Sambalpur,2011,35.836666
Odisha,Sambalpur,2012,35.836666
Odisha,Sambalpur,2013,35.836666
Odisha,Sambalpur,2014,35.836666
Odisha,Sambalpur,2015,35.836666
Odisha,Sambalpur,2016,35.836666
Odisha,Sambalpur,2017,35.836666
Odisha,Sambalpur,2018,0.0
Uttar Pradesh,Sambhal,2000,35.836666
Uttar Pradesh,Sambhal,2001,35.836666
Uttar Pradesh,Sambhal,2002,35.836666
Uttar Pradesh,Sambhal,2003,35.836666
Uttar Pradesh,Sambhal,2004,100.0
Uttar Pradesh,Sambhal,2005,35.836666
Uttar Pradesh,Sambhal,2006,35.836666
Uttar Pradesh,Sambhal,2007,35.836666
Uttar Pradesh,Sambhal,2008,35.836666
Uttar Pradesh,Sambhal,2009,35.836666
Uttar Pradesh,Sambhal,2010,35.836666
Uttar Pradesh,Sambhal,2011,35.836666
Uttar Pradesh,Sambhal,2012,35.836666
Uttar Pradesh,Sambhal,2013,35.836666
Uttar Pradesh,Sambhal,2014,35.836666
Uttar Pradesh,Sambhal,2015,35.836666
Uttar Pradesh,Sambhal,2016,28.0
Uttar Pradesh,Sambhal,2017,35.836666
Uttar Pradesh,Sambhal,2018,28.0
Telangana,Sangareddy,2000,145.0
Telangana,Sangareddy,2001,59.625
Telangana,Sangareddy,2002,48.333332
Telangana,Sangareddy,2003,17.9
Telangana,Sangareddy,2004,44.5
Telangana,Sangareddy,2005,54.0
Telangana,Sangareddy,2006,123.4
Telangana,Sangareddy,2007,150.75
Telangana,Sangareddy,2008,36.5
Telangana,Sangareddy,2009,40.5
Telangana,Sangareddy,2010,40.799999
Telangana,Sangareddy,2011,75.0
Telangana,Sangareddy,2012,94.0
Telangana,Sangareddy,2013,53.857143
Telangana,Sangareddy,2014,53.400002
Telangana,Sangareddy,2015,21.23077
Telangana,Sangareddy,2016,45.5625
Telangana,Sangareddy,2017,40.142857
Telangana,Sangareddy,2018,44.26923
Maharashtra,Sangli,2000,69.916664
Maharashtra,Sangli,2001,24.125
Maharashtra,Sangli,2002,31.263159
Maharashtra,Sangli,2003,35.836666
Maharashtra,Sangli,2004,10.0
Maharashtra,Sangli,2005,101.33334
Maharashtra,Sangli,2006,39.5
Maharashtra,Sangli,2007,82.087502
Maharashtra,Sangli,2008,53.578949
Maharashtra,Sangli,2009,53.117645
Maharashtra,Sangli,2010,46.611111
Maharashtra,Sangli,2011,40.157143
Maharashtra,Sangli,2012,56.5
Maharashtra,Sangli,2013,24.791666
Maharashtra,Sangli,2014,30.571428
Maharashtra,Sangli,2015,22.272728
Maharashtra,Sangli,2016,21.633333
Maharashtra,Sangli,2017,37.0
Maharashtra,Sangli,2018,22.538462
Punjab,Sangrur,2000,31.477777
Punjab,Sangrur,2001,23.166666
Punjab,Sangrur,2002,62.422222
Punjab,Sangrur,2003,35.836666
Punjab,Sangrur,2004,139.22223
Punjab,Sangrur,2005,14.0
Punjab,Sangrur,2006,142.73
Punjab,Sangrur,2007,13.430769
Punjab,Sangrur,2008,35.909092
Punjab,Sangrur,2009,54.0
Punjab,Sangrur,2010,12.25
Punjab,Sangrur,2011,26.237499
Punjab,Sangrur,2012,39.142857
Punjab,Sangrur,2013,18.08091
Punjab,Sangrur,2014,64.35833
Punjab,Sangrur,2015,30.917391
Punjab,Sangrur,2016,24.229412
Punjab,Sangrur,2017,26.122143
Punjab,Sangrur,2018,20.164286
Uttar Pradesh,Sant Kabeer Nagar,2000,25.0
Uttar Pradesh,Sant Kabeer Nagar,2001,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2002,14.066667
Uttar Pradesh,Sant Kabeer Nagar,2003,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2004,2.75
Uttar Pradesh,Sant Kabeer Nagar,2005,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2006,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2007,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2008,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2009,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2010,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2011,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2012,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2013,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2014,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2015,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2016,0.0
Uttar Pradesh,Sant Kabeer Nagar,2017,35.836666
Uttar Pradesh,Sant Kabeer Nagar,2018,35.836666
Jharkhand,Saraikela Kharsawan,2000,35.836666
Jharkhand,Saraikela Kharsawan,2001,35.836666
Jharkhand,Saraikela Kharsawan,2002,35.836666
Jharkhand,Saraikela Kharsawan,2003,35.836666
Jharkhand,Saraikela Kharsawan,2004,35.836666
Jharkhand,Saraikela Kharsawan,2005,47.674999
Jharkhand,Saraikela Kharsawan,2006,98.0
Jharkhand,Saraikela Kharsawan,2007,35.836666
Jharkhand,Saraikela Kharsawan,2008,35.836666
Jharkhand,Saraikela Kharsawan,2009,35.836666
Jharkhand,Saraikela Kharsawan,2010,35.836666
Jharkhand,Saraikela Kharsawan,2011,35.836666
Jharkhand,Saraikela Kharsawan,2012,15.233334
Jharkhand,Saraikela Kharsawan,2013,21.0
Jharkhand,Saraikela Kharsawan,2014,35.836666
Jharkhand,Saraikela Kharsawan,2015,35.836666
Jharkhand,Saraikela Kharsawan,2016,35.836666
Jharkhand,Saraikela Kharsawan,2017,35.836666
Jharkhand,Saraikela Kharsawan,2018,35.836666
Bihar,Saran,2000,35.836666
Bihar,Saran,2001,35.836666
Bihar,Saran,2002,35.836666
Bihar,Saran,2003,35.836666
Bihar,Saran,2004,35.836666
Bihar,Saran,2005,12.0
Bihar,Saran,2006,35.836666
Bihar,Saran,2007,35.836666
Bihar,Saran,2008,35.836666
Bihar,Saran,2009,35.836666
Bihar,Saran,2010,35.836666
Bihar,Saran,2011,35.836666
Bihar,Saran,2012,35.836666
Bihar,Saran,2013,33.3125
Bihar,Saran,2014,35.836666
Bihar,Saran,2015,35.836666
Bihar,Saran,2016,15.593928
Bihar,Saran,2017,35.836666
Bihar,Saran,2018,35.836666
Maharashtra,Satara,2000,20.371429
Maharashtra,Satara,2001,28.09091
Maharashtra,Satara,2002,26.571428
Maharashtra,Satara,2003,35.836666
Maharashtra,Satara,2004,15.395909
Maharashtra,Satara,2005,31.195122
Maharashtra,Satara,2006,26.666666
Maharashtra,Satara,2007,14.407242
Maharashtra,Satara,2008,32.709999
Maharashtra,Satara,2009,34.432434
Maharashtra,Satara,2010,36.171429
Maharashtra,Satara,2011,43.548386
Maharashtra,Satara,2012,29.309376
Maharashtra,Satara,2013,35.836666
Maharashtra,Satara,2014,19.884211
Maharashtra,Satara,2015,18.277779
Maharashtra,Satara,2016,32.823528
Maharashtra,Satara,2017,36.270271
Maharashtra,Satara,2018,24.174999
Madhya Pradesh,Satna,2000,35.836666
Madhya Pradesh,Satna,2001,27.4
Madhya Pradesh,Satna,2002,30.615385
Madhya Pradesh,Satna,2003,35.836666
Madhya Pradesh,Satna,2004,22.695652
Madhya Pradesh,Satna,2005,29.25
Madhya Pradesh,Satna,2006,35.836666
Madhya Pradesh,Satna,2007,21.232557
Madhya Pradesh,Satna,2008,24.952173
Madhya Pradesh,Satna,2009,39.939392
Madhya Pradesh,Satna,2010,29.433332
Madhya Pradesh,Satna,2011,32.19355
Madhya Pradesh,Satna,2012,28.345152
Madhya Pradesh,Satna,2013,23.84375
Madhya Pradesh,Satna,2014,38.599998
Madhya Pradesh,Satna,2015,27.045454
Madhya Pradesh,Satna,2016,15.111111
Madhya Pradesh,Satna,2017,22.829786
Madhya Pradesh,Satna,2018,14.044444
Rajasthan,Sawai Madhopur,2000,90.92308
Rajasthan,Sawai Madhopur,2001,89.454544
Rajasthan,Sawai Madhopur,2002,179.33333
Rajasthan,Sawai Madhopur,2003,35.836666
Rajasthan,Sawai Madhopur,2004,66.036842
Rajasthan,Sawai Madhopur,2005,72.75
Rajasthan,Sawai Madhopur,2006,107.44444
Rajasthan,Sawai Madhopur,2007,83.314003
Rajasthan,Sawai Madhopur,2008,60.575001
Rajasthan,Sawai Madhopur,2009,83.769234
Rajasthan,Sawai Madhopur,2010,38.142857
Rajasthan,Sawai Madhopur,2011,50.049999
Rajasthan,Sawai Madhopur,2012,136.74838
Rajasthan,Sawai Madhopur,2013,35.92857
Rajasthan,Sawai Madhopur,2014,89.466667
Rajasthan,Sawai Madhopur,2015,322.5394
Rajasthan,Sawai Madhopur,2016,49.790554
Rajasthan,Sawai Madhopur,2017,65.213158
Rajasthan,Sawai Madhopur,2018,51.337502
Madhya Pradesh,Sehore,2000,36.692307
Madhya Pradesh,Sehore,2001,46.357143
Madhya Pradesh,Sehore,2002,55.076923
Madhya Pradesh,Sehore,2003,35.836666
Madhya Pradesh,Sehore,2004,37.0
Madhya Pradesh,Sehore,2005,84.909088
Madhya Pradesh,Sehore,2006,61.518181
Madhya Pradesh,Sehore,2007,23.888889
Madhya Pradesh,Sehore,2008,33.0
Madhya Pradesh,Sehore,2009,51.5
Madhya Pradesh,Sehore,2010,63.133335
Madhya Pradesh,Sehore,2011,56.444443
Madhya Pradesh,Sehore,2012,36.285713
Madhya Pradesh,Sehore,2013,55.470589
Madhya Pradesh,Sehore,2014,58.0
Madhya Pradesh,Sehore,2015,68.0
Madhya Pradesh,Sehore,2016,46.64706
Madhya Pradesh,Sehore,2017,39.150002
Madhya Pradesh,Sehore,2018,39.882355
Madhya Pradesh,Seoni,2000,35.836666
Madhya Pradesh,Seoni,2001,38.81818
Madhya Pradesh,Seoni,2002,26.076923
Madhya Pradesh,Seoni,2003,35.836666
Madhya Pradesh,Seoni,2004,37.454544
Madhya Pradesh,Seoni,2005,41.599998
Madhya Pradesh,Seoni,2006,35.836666
Madhya Pradesh,Seoni,2007,38.276318
Madhya Pradesh,Seoni,2008,39.39394
Madhya Pradesh,Seoni,2009,33.375
Madhya Pradesh,Seoni,2010,38.709679
Madhya Pradesh,Seoni,2011,35.878788
Madhya Pradesh,Seoni,2012,50.727272
Madhya Pradesh,Seoni,2013,29.564102
Madhya Pradesh,Seoni,2014,19.285715
Madhya Pradesh,Seoni,2015,35.836666
Madhya Pradesh,Seoni,2016,9.6046515
Madhya Pradesh,Seoni,2017,22.906977
Madhya Pradesh,Seoni,2018,25.953489
Madhya Pradesh,Shahdol,2000,35.836666
Madhya Pradesh,Shahdol,2001,38.400002
Madhya Pradesh,Shahdol,2002,42.466667
Madhya Pradesh,Shahdol,2003,35.836666
Madhya Pradesh,Shahdol,2004,50.846153
Madhya Pradesh,Shahdol,2005,48.241665
Madhya Pradesh,Shahdol,2006,32.333332
Madhya Pradesh,Shahdol,2007,31.411764
Madhya Pradesh,Shahdol,2008,5.75
Madhya Pradesh,Shahdol,2009,19.940001
Madhya Pradesh,Shahdol,2010,46.076923
Madhya Pradesh,Shahdol,2011,10.659333
Madhya Pradesh,Shahdol,2012,49.857143
Madhya Pradesh,Shahdol,2013,89.588234
Madhya Pradesh,Shahdol,2014,16.190475
Madhya Pradesh,Shahdol,2015,10.85
Madhya Pradesh,Shahdol,2016,11.809524
Madhya Pradesh,Shahdol,2017,23.931034
Madhya Pradesh,Shahdol,2018,15.238095
Punjab,Shahid Bhagat Singh Nagar,2000,39.0
Punjab,Shahid Bhagat Singh Nagar,2001,15.333333
Punjab,Shahid Bhagat Singh Nagar,2002,35.836666
Punjab,Shahid Bhagat Singh Nagar,2003,35.836666
Punjab,Shahid Bhagat Singh Nagar,2004,44.042858
Punjab,Shahid Bhagat Singh Nagar,2005,32.5
Punjab,Shahid Bhagat Singh Nagar,2006,67.5
Punjab,Shahid Bhagat Singh Nagar,2007,53.599998
Punjab,Shahid Bhagat Singh Nagar,2008,32.0
Punjab,Shahid Bhagat Singh Nagar,2009,85.0
Punjab,Shahid Bhagat Singh Nagar,2010,30.75
Punjab,Shahid Bhagat Singh Nagar,2011,7.0999999
Punjab,Shahid Bhagat Singh Nagar,2012,15.8
Punjab,Shahid Bhagat Singh Nagar,2013,41.5
Punjab,Shahid Bhagat Singh Nagar,2014,14.838333
Punjab,Shahid Bhagat Singh Nagar,2015,35.836666
Punjab,Shahid Bhagat Singh Nagar,2016,47.614285
Punjab,Shahid Bhagat Singh Nagar,2017,35.060001
Punjab,Shahid Bhagat Singh Nagar,2018,8.0625
Uttar Pradesh,Shahjahanpur,2000,12.333333
Uttar Pradesh,Shahjahanpur,2001,35.836666
Uttar Pradesh,Shahjahanpur,2002,35.836666
Uttar Pradesh,Shahjahanpur,2003,35.836666
Uttar Pradesh,Shahjahanpur,2004,35.836666
Uttar Pradesh,Shahjahanpur,2005,35.836666
Uttar Pradesh,Shahjahanpur,2006,35.836666
Uttar Pradesh,Shahjahanpur,2007,35.836666
Uttar Pradesh,Shahjahanpur,2008,35.836666
Uttar Pradesh,Shahjahanpur,2009,35.836666
Uttar Pradesh,Shahjahanpur,2010,35.836666
Uttar Pradesh,Shahjahanpur,2011,35.836666
Uttar Pradesh,Shahjahanpur,2012,35.836666
Uttar Pradesh,Shahjahanpur,2013,35.836666
Uttar Pradesh,Shahjahanpur,2014,35.836666
Uttar Pradesh,Shahjahanpur,2015,35.836666
Uttar Pradesh,Shahjahanpur,2016,8.5266666
Uttar Pradesh,Shahjahanpur,2017,35.836666
Uttar Pradesh,Shahjahanpur,2018,98.0
Madhya Pradesh,Shajapur,2000,58.1875
Madhya Pradesh,Shajapur,2001,36.705883
Madhya Pradesh,Shajapur,2002,32.06842
Madhya Pradesh,Shajapur,2003,35.836666
Madhya Pradesh,Shajapur,2004,65.35714
Madhya Pradesh,Shajapur,2005,123.26667
Madhya Pradesh,Shajapur,2006,35.836666
Madhya Pradesh,Shajapur,2007,47.869564
Madhya Pradesh,Shajapur,2008,92.789474
Madhya Pradesh,Shajapur,2009,50.473682
Madhya Pradesh,Shajapur,2010,64.555557
Madhya Pradesh,Shajapur,2011,67.307693
Madhya Pradesh,Shajapur,2012,94.75
Madhya Pradesh,Shajapur,2013,91.285713
Madhya Pradesh,Shajapur,2014,59.291668
Madhya Pradesh,Shajapur,2015,56.400002
Madhya Pradesh,Shajapur,2016,83.959999
Madhya Pradesh,Shajapur,2017,58.391304
Madhya Pradesh,Shajapur,2018,81.760002
Uttar Pradesh,Shamli,2000,35.836666
Uttar Pradesh,Shamli,2001,21.780001
Uttar Pradesh,Shamli,2002,35.836666
Uttar Pradesh,Shamli,2003,35.836666
Uttar Pradesh,Shamli,2004,35.836666
Uttar Pradesh,Shamli,2005,35.836666
Uttar Pradesh,Shamli,2006,35.836666
Uttar Pradesh,Shamli,2007,35.836666
Uttar Pradesh,Shamli,2008,35.836666
Uttar Pradesh,Shamli,2009,35.836666
Uttar Pradesh,Shamli,2010,35.836666
Uttar Pradesh,Shamli,2011,35.836666
Uttar Pradesh,Shamli,2012,35.836666
Uttar Pradesh,Shamli,2013,35.836666
Uttar Pradesh,Shamli,2014,35.836666
Uttar Pradesh,Shamli,2015,35.836666
Uttar Pradesh,Shamli,2016,6.7666669
Uttar Pradesh,Shamli,2017,35.836666
Uttar Pradesh,Shamli,2018,78.5
Bihar,Sheikhpura,2000,35.836666
Bihar,Sheikhpura,2001,35.836666
Bihar,Sheikhpura,2002,35.836666
Bihar,Sheikhpura,2003,35.836666
Bihar,Sheikhpura,2004,35.836666
Bihar,Sheikhpura,2005,35.836666
Bihar,Sheikhpura,2006,35.836666
Bihar,Sheikhpura,2007,35.836666
Bihar,Sheikhpura,2008,35.836666
Bihar,Sheikhpura,2009,35.836666
Bihar,Sheikhpura,2010,35.836666
Bihar,Sheikhpura,2011,35.836666
Bihar,Sheikhpura,2012,35.836666
Bihar,Sheikhpura,2013,14.425
Bihar,Sheikhpura,2014,35.836666
Bihar,Sheikhpura,2015,35.836666
Bihar,Sheikhpura,2016,63.785
Bihar,Sheikhpura,2017,35.836666
Bihar,Sheikhpura,2018,35.836666
Bihar,Sheohar,2000,35.836666
Bihar,Sheohar,2001,35.836666
Bihar,Sheohar,2002,35.836666
Bihar,Sheohar,2003,35.836666
Bihar,Sheohar,2004,35.836666
Bihar,Sheohar,2005,35.836666
Bihar,Sheohar,2006,35.836666
Bihar,Sheohar,2007,35.836666
Bihar,Sheohar,2008,35.836666
Bihar,Sheohar,2009,35.836666
Bihar,Sheohar,2010,35.836666
Bihar,Sheohar,2011,35.836666
Bihar,Sheohar,2012,35.836666
Bihar,Sheohar,2013,1.1
Bihar,Sheohar,2014,35.836666
Bihar,Sheohar,2015,35.836666
Bihar,Sheohar,2016,35.836666
Bihar,Sheohar,2017,35.836666
Bihar,Sheohar,2018,35.836666
Madhya Pradesh,Sheopur,2000,60.95647
Madhya Pradesh,Sheopur,2001,133.05333
Madhya Pradesh,Sheopur,2002,61.0
Madhya Pradesh,Sheopur,2003,35.836666
Madhya Pradesh,Sheopur,2004,44.76923
Madhya Pradesh,Sheopur,2005,38.727272
Madhya Pradesh,Sheopur,2006,72.400002
Madhya Pradesh,Sheopur,2007,69.125
Madhya Pradesh,Sheopur,2008,43.061539
Madhya Pradesh,Sheopur,2009,58.936363
Madhya Pradesh,Sheopur,2010,40.533333
Madhya Pradesh,Sheopur,2011,34.740002
Madhya Pradesh,Sheopur,2012,69.410004
Madhya Pradesh,Sheopur,2013,86.777779
Madhya Pradesh,Sheopur,2014,66.623528
Madhya Pradesh,Sheopur,2015,68.055557
Madhya Pradesh,Sheopur,2016,26.09091
Madhya Pradesh,Sheopur,2017,46.611111
Madhya Pradesh,Sheopur,2018,35.444443
Karnataka,Shimoga,2000,35.836666
Karnataka,Shimoga,2001,13.68375
Karnataka,Shimoga,2002,18.960869
Karnataka,Shimoga,2003,26.681082
Karnataka,Shimoga,2004,27.071875
Karnataka,Shimoga,2005,32.153847
Karnataka,Shimoga,2006,6.4400001
Karnataka,Shimoga,2007,35.836666
Karnataka,Shimoga,2008,35.836666
Karnataka,Shimoga,2009,35.836666
Karnataka,Shimoga,2010,24.122581
Karnataka,Shimoga,2011,35.836666
Karnataka,Shimoga,2012,19.787878
Karnataka,Shimoga,2013,7.1654544
Karnataka,Shimoga,2014,13.410145
Karnataka,Shimoga,2015,35.836666
Karnataka,Shimoga,2016,31.038473
Karnataka,Shimoga,2017,12.822784
Karnataka,Shimoga,2018,37.674545
Madhya Pradesh,Shivpuri,2000,40.240002
Madhya Pradesh,Shivpuri,2001,98.218178
Madhya Pradesh,Shivpuri,2002,61.380951
Madhya Pradesh,Shivpuri,2003,35.836666
Madhya Pradesh,Shivpuri,2004,51.933334
Madhya Pradesh,Shivpuri,2005,74.92308
Madhya Pradesh,Shivpuri,2006,35.836666
Madhya Pradesh,Shivpuri,2007,91.4375
Madhya Pradesh,Shivpuri,2008,41.76207
Madhya Pradesh,Shivpuri,2009,77.310349
Madhya Pradesh,Shivpuri,2010,69.965515
Madhya Pradesh,Shivpuri,2011,84.714287
Madhya Pradesh,Shivpuri,2012,82.321426
Madhya Pradesh,Shivpuri,2013,106.51515
Madhya Pradesh,Shivpuri,2014,120.33334
Madhya Pradesh,Shivpuri,2015,59.80645
Madhya Pradesh,Shivpuri,2016,52.652172
Madhya Pradesh,Shivpuri,2017,69.516129
Madhya Pradesh,Shivpuri,2018,58.433334
Uttar Pradesh,Shravasti,2000,35.836666
Uttar Pradesh,Shravasti,2001,35.836666
Uttar Pradesh,Shravasti,2002,35.836666
Uttar Pradesh,Shravasti,2003,35.836666
Uttar Pradesh,Shravasti,2004,35.836666
Uttar Pradesh,Shravasti,2005,35.836666
Uttar Pradesh,Shravasti,2006,35.836666
Uttar Pradesh,Shravasti,2007,35.836666
Uttar Pradesh,Shravasti,2008,35.836666
Uttar Pradesh,Shravasti,2009,35.836666
Uttar Pradesh,Shravasti,2010,35.836666
Uttar Pradesh,Shravasti,2011,35.836666
Uttar Pradesh,Shravasti,2012,35.836666
Uttar Pradesh,Shravasti,2013,35.836666
Uttar Pradesh,Shravasti,2014,35.836666
Uttar Pradesh,Shravasti,2015,35.836666
Uttar Pradesh,Shravasti,2016,0.94142854
Uttar Pradesh,Shravasti,2017,35.836666
Uttar Pradesh,Shravasti,2018,35.836666
Uttar Pradesh,Siddharth Nagar,2000,8.7250004
Uttar Pradesh,Siddharth Nagar,2001,35.836666
Uttar Pradesh,Siddharth Nagar,2002,35.836666
Uttar Pradesh,Siddharth Nagar,2003,35.836666
Uttar Pradesh,Siddharth Nagar,2004,35.836666
Uttar Pradesh,Siddharth Nagar,2005,35.836666
Uttar Pradesh,Siddharth Nagar,2006,35.836666
Uttar Pradesh,Siddharth Nagar,2007,35.836666
Uttar Pradesh,Siddharth Nagar,2008,35.836666
Uttar Pradesh,Siddharth Nagar,2009,35.836666
Uttar Pradesh,Siddharth Nagar,2010,35.836666
Uttar Pradesh,Siddharth Nagar,2011,35.836666
Uttar Pradesh,Siddharth Nagar,2012,35.836666
Uttar Pradesh,Siddharth Nagar,2013,35.836666
Uttar Pradesh,Siddharth Nagar,2014,35.836666
Uttar Pradesh,Siddharth Nagar,2015,35.836666
Uttar Pradesh,Siddharth Nagar,2016,5.0162501
Uttar Pradesh,Siddharth Nagar,2017,35.836666
Uttar Pradesh,Siddharth Nagar,2018,0.0
Telangana,Siddipet,2000,39.0
Telangana,Siddipet,2001,24.0
Telangana,Siddipet,2002,217.5
Telangana,Siddipet,2003,41.0
Telangana,Siddipet,2004,29.0
Telangana,Siddipet,2005,20.0
Telangana,Siddipet,2006,88.5
Telangana,Siddipet,2007,113.0
Telangana,Siddipet,2008,220.0
Telangana,Siddipet,2009,127.0
Telangana,Siddipet,2010,29.5
Telangana,Siddipet,2011,20.0
Telangana,Siddipet,2012,248.0
Telangana,Siddipet,2013,298.5
Telangana,Siddipet,2014,280.0
Telangana,Siddipet,2015,21.666666
Telangana,Siddipet,2016,2.6666667
Telangana,Siddipet,2017,70.5
Telangana,Siddipet,2018,3.9000001
Madhya Pradesh,Sidhi,2000,35.836666
Madhya Pradesh,Sidhi,2001,18.5
Madhya Pradesh,Sidhi,2002,21.238094
Madhya Pradesh,Sidhi,2003,35.836666
Madhya Pradesh,Sidhi,2004,12.38125
Madhya Pradesh,Sidhi,2005,14.266666
Madhya Pradesh,Sidhi,2006,13.285714
Madhya Pradesh,Sidhi,2007,8.568182
Madhya Pradesh,Sidhi,2008,25.049999
Madhya Pradesh,Sidhi,2009,19.559092
Madhya Pradesh,Sidhi,2010,19.334999
Madhya Pradesh,Sidhi,2011,11.1305
Madhya Pradesh,Sidhi,2012,17.809525
Madhya Pradesh,Sidhi,2013,42.619049
Madhya Pradesh,Sidhi,2014,16.807692
Madhya Pradesh,Sidhi,2015,16.074074
Madhya Pradesh,Sidhi,2016,16.571428
Madhya Pradesh,Sidhi,2017,15.620689
Madhya Pradesh,Sidhi,2018,27.464285
Rajasthan,Sikar,2000,54.0
Rajasthan,Sikar,2001,142.7
Rajasthan,Sikar,2002,44.333332
Rajasthan,Sikar,2003,35.836666
Rajasthan,Sikar,2004,107.67455
Rajasthan,Sikar,2005,209.33333
Rajasthan,Sikar,2006,75.099998
Rajasthan,Sikar,2007,61.195
Rajasthan,Sikar,2008,39.737499
Rajasthan,Sikar,2009,123.11111
Rajasthan,Sikar,2010,72.217392
Rajasthan,Sikar,2011,61.208332
Rajasthan,Sikar,2012,78.705879
Rajasthan,Sikar,2013,49.049999
Rajasthan,Sikar,2014,56.285713
Rajasthan,Sikar,2015,80.940002
Rajasthan,Sikar,2016,88.39769
Rajasthan,Sikar,2017,90.955002
Rajasthan,Sikar,2018,110.96875
Jharkhand,Simdega,2000,35.836666
Jharkhand,Simdega,2001,35.836666
Jharkhand,Simdega,2002,35.836666
Jharkhand,Simdega,2003,35.836666
Jharkhand,Simdega,2004,35.836666
Jharkhand,Simdega,2005,35.836666
Jharkhand,Simdega,2006,26.433334
Jharkhand,Simdega,2007,35.836666
Jharkhand,Simdega,2008,35.836666
Jharkhand,Simdega,2009,35.836666
Jharkhand,Simdega,2010,35.836666
Jharkhand,Simdega,2011,35.836666
Jharkhand,Simdega,2012,9.0500002
Jharkhand,Simdega,2013,61.0
Jharkhand,Simdega,2014,35.836666
Jharkhand,Simdega,2015,35.836666
Jharkhand,Simdega,2016,35.836666
Jharkhand,Simdega,2017,35.836666
Jharkhand,Simdega,2018,35.836666
Maharashtra,Sindhudurg,2000,4.5965519
Maharashtra,Sindhudurg,2001,3.4242425
Maharashtra,Sindhudurg,2002,5.0696969
Maharashtra,Sindhudurg,2003,35.836666
